digit_1_image,digit_2_image,label
35367,9634,True
40064,12284,False
55711,4634,False
49749,52691,False
21751,52549,True
52854,171,True
46655,20055,False
55784,9881,False
34552,32458,True
21267,36942,False
21608,29225,True
44840,16001,False
15001,57073,False
2814,21368,False
45327,54116,True
44337,24738,False
2459,31796,True
32223,39443,True
56051,6692,False
6418,35232,True
48239,969,True
58046,26275,True
4863,31422,False
21672,41621,True
41808,5314,False
54931,45095,True
20260,41857,False
36226,56221,False
4537,39702,True
40599,45755,True
49830,14623,False
6567,27808,True
28434,11060,False
1947,58221,True
53090,20765,False
18784,24016,False
9701,27605,True
27620,34069,True
11678,10982,False
39157,58041,True
45673,39842,True
39004,31925,False
14924,30855,True
17133,29483,True
57927,53656,False
19321,58085,True
4792,29577,True
37728,20087,True
44392,16785,True
20292,54478,True
24655,56901,False
6870,15887,True
36697,24046,True
19819,44947,True
53478,43981,False
568,17558,True
58678,40515,True
19216,53661,True
38998,53473,False
42532,14080,True
16817,39924,True
6482,40401,False
19768,52609,False
2140,38766,False
8769,47081,True
58612,19811,False
27865,48093,True
12914,8822,False
34044,33636,False
53505,10949,False
58891,54981,True
51947,19813,True
51802,7681,True
9364,4891,False
55450,45214,False
54504,53654,False
5838,52734,True
17770,887,True
29181,24715,False
37538,25530,False
45121,6984,True
30265,1706,True
40758,58968,True
41670,4187,False
58596,46867,False
27374,41769,True
3016,9033,True
33011,19472,True
15715,6269,True
24914,30355,False
43120,49573,False
49510,37711,False
27822,57050,True
53714,32791,True
17885,2191,False
13974,29678,True
15154,57036,True
6399,45847,False
34922,43081,False
3933,26693,False
12229,8145,True
44287,5923,False
42726,41278,True
3283,52495,False
8385,15631,True
55300,4443,True
14425,37650,True
51658,21031,False
39827,50788,False
57224,17724,True
8388,36176,True
11636,51428,True
57756,42514,True
8498,1009,True
52597,50874,True
21743,37811,True
17842,11238,True
8168,49474,False
7577,33738,True
30571,30013,True
39669,32906,True
33766,29006,False
39542,2880,True
42981,29382,True
3951,32088,False
45876,27314,True
31480,47574,False
59949,4766,False
40625,20604,False
4256,8403,False
40140,42294,False
24414,39918,False
29108,33882,False
52894,6384,False
43737,54962,True
30223,27569,True
26518,22722,False
27898,25573,True
20002,28602,False
42768,17102,True
9856,45920,True
6072,4335,False
28929,6018,True
47901,49268,False
8686,52284,False
37654,37585,False
43085,8148,True
22659,58235,True
48150,55953,False
18407,40124,True
6910,22519,True
10000,43884,False
56485,14420,False
22427,56361,True
7397,50876,False
36851,15134,True
37532,54470,True
39122,43958,True
1846,12019,False
45164,50865,True
59375,22784,True
12093,383,True
36340,43930,True
9452,4506,True
49778,5926,True
24135,28152,True
21824,10473,False
19944,48187,False
37982,50017,False
3486,56912,False
50331,10165,True
43340,5393,False
28395,44241,True
31187,40556,False
18338,26539,False
34328,48615,False
28805,22106,False
18108,45339,True
33786,44589,False
2934,14730,False
3631,38512,True
20245,13154,False
49432,9120,False
22017,18524,False
484,33323,True
11332,8621,False
47036,34156,False
32087,37415,False
26628,4667,True
27950,1269,False
59352,5156,False
36960,28766,False
45601,42774,True
18528,7682,True
21800,1315,True
51595,41288,False
53599,46111,False
29240,5702,True
15601,29177,False
33598,5216,False
56099,20836,True
22352,14245,True
34213,4949,True
34177,34023,True
58372,51769,False
48532,22490,True
6846,15165,True
13172,16400,False
10172,38705,True
11421,51565,True
29801,50331,False
43798,58817,True
55719,41881,True
29454,9740,True
30100,29604,True
18443,51274,True
33997,22538,False
19866,30882,True
2430,3761,True
19281,53587,False
57620,41487,False
39539,39693,True
38821,29712,True
53991,28846,False
20570,40413,False
10026,32159,True
28900,6905,True
5602,45900,False
2540,16616,False
35110,28161,True
23337,25001,True
24825,27402,False
39954,43661,True
50827,42136,False
22123,4267,False
35803,45349,False
16905,18169,True
5384,21334,False
59066,23432,False
42199,46704,True
39763,8308,True
19817,37425,False
41395,52809,False
8522,52368,False
41563,44806,False
24242,32612,False
20736,23252,False
13755,22919,True
15166,12368,True
10011,5117,True
52578,54418,False
51423,32555,True
22595,42565,False
25250,38361,False
12052,10474,True
29312,46321,True
24423,26332,True
28472,40798,True
48431,49959,True
35762,15026,False
19809,53914,False
55650,58257,False
23604,45346,True
29641,51336,False
50103,25583,True
54455,10458,False
40398,51592,True
16777,56261,True
41243,32186,False
6828,35565,False
5563,18237,True
30076,17446,True
29291,53545,False
58673,14830,True
23415,56996,True
26581,3530,True
25074,32200,False
24742,5394,True
14443,1896,False
59988,6611,False
9722,50956,False
2478,19271,False
55382,44757,True
48874,47147,False
41108,28765,True
5250,58368,False
14412,16395,True
35197,48527,True
7165,51758,False
20233,15241,False
3090,15973,False
41094,52946,True
4073,7395,False
35896,38325,True
34523,40655,True
46168,9556,False
27519,109,False
15422,38170,False
44386,12072,False
24157,33573,False
36431,33737,True
25026,58220,True
2803,42470,True
17021,23941,False
52600,22880,True
16155,22087,False
49680,38922,True
8588,2944,False
22699,35010,False
53498,51965,True
32058,44708,True
8969,52262,True
46019,51760,False
19701,2381,True
52768,2821,True
57078,2799,False
19844,34524,True
52507,36363,True
2436,16241,True
23916,18309,True
55819,43819,True
17472,8300,True
27996,59309,True
47832,29453,False
21699,12462,True
44501,33330,False
59552,53161,True
51586,5470,False
28847,5107,False
34982,19723,False
6600,5297,False
42509,19851,True
28586,40266,False
10762,46118,True
29921,22514,True
46702,57999,False
39533,29135,True
52799,41135,True
4875,44860,False
34379,23295,False
1991,9506,False
8407,2233,False
15148,51924,True
25650,23226,True
38869,10207,False
23803,24948,False
5104,49149,True
33957,24605,False
20120,43403,True
7566,16006,True
47314,12411,True
25931,33212,True
16763,51690,True
29862,45246,True
39319,19177,False
8175,12879,False
54963,4905,True
11155,59911,False
5675,54042,True
23279,42943,True
35283,36304,False
20141,57433,True
47404,45743,False
24223,51102,False
13426,7819,False
15193,52720,False
1661,24177,False
53588,30000,False
58960,39328,False
4259,20762,False
46073,48011,True
33709,27536,True
38435,53045,True
21294,8077,False
28861,31168,True
58536,8260,False
49458,8613,False
57882,32256,True
8284,53566,True
10957,19449,True
47387,20644,True
22162,34765,True
54516,5228,False
12646,42417,False
8068,41729,False
35729,39501,True
42822,32239,True
38842,37999,False
11061,44023,False
37715,54275,True
57592,53168,False
5262,3023,True
41895,14086,False
42694,39745,False
31946,59274,True
41289,20292,False
15718,53658,False
30350,19029,False
3960,44271,True
28174,27880,False
29825,13624,True
38975,9559,True
55523,47980,True
47208,57389,False
25573,8726,True
37594,33022,False
20404,16196,False
7893,17985,False
9374,15900,True
3284,19491,False
55716,41109,True
57690,15923,True
52383,21968,False
50912,12230,False
31962,34484,False
31990,58611,True
1571,31913,True
25212,33878,False
15435,14378,True
3167,3342,False
31771,39926,True
35935,18280,False
54581,7166,False
8623,58842,True
46752,24523,False
23479,3012,False
38147,3319,False
23248,37039,True
4769,25890,False
49240,36813,False
41621,53172,False
8286,6456,False
23931,53009,True
24514,35797,True
12809,40259,True
2672,32071,False
2527,9108,False
51792,31696,False
40498,9613,True
20991,40955,False
10495,26343,False
38133,22572,False
45551,37671,False
54383,30486,False
22226,23638,True
26696,39042,True
59916,51296,False
38340,31761,True
52225,42175,False
46335,3399,True
11012,35123,True
54796,9538,True
38307,2021,True
12296,1280,False
28084,20073,True
46177,26462,True
26303,33637,False
56557,56246,False
9178,45365,False
36003,21817,False
33694,25254,True
11186,30770,False
35032,23716,False
32452,39193,False
15815,18716,True
14462,19983,True
45304,13858,False
20280,32140,False
35977,53036,True
18415,8121,False
57732,26457,False
53655,49784,True
18591,2806,False
45892,5241,False
59528,29617,True
32094,48080,True
12998,55185,True
36071,46560,False
7292,8836,False
3360,15548,False
15603,41025,True
6443,27704,True
31609,46095,True
51415,43801,True
36842,324,True
26087,43621,True
43467,30649,False
48679,19293,True
43152,18258,False
51301,58505,True
38396,41960,True
49264,34317,True
58836,11678,False
55812,56841,True
59248,2413,True
33184,50751,False
48190,58151,False
2484,56495,False
38010,19094,False
59827,22473,False
29153,42848,False
57299,8929,False
12875,17453,True
21160,10812,False
17266,41719,True
898,49127,False
19807,50920,False
11317,40821,False
53279,28667,False
26874,5607,True
11910,9358,True
16638,20703,True
25691,16702,True
28641,50284,False
20286,21093,False
16748,43674,False
15825,44545,True
42940,7880,True
19633,10620,False
44109,33679,True
44390,7827,False
41060,23572,False
14088,8894,False
9895,30454,True
26648,46931,False
35983,48783,False
16598,49077,True
33696,29893,False
37755,5054,False
55241,4012,False
35934,36757,True
10627,22017,True
45475,7481,True
46072,39004,True
5870,59924,True
52088,3688,True
8505,34392,False
37736,29308,True
35860,30930,False
46465,1489,False
54424,16311,True
14557,47977,True
2929,28407,False
4221,45008,False
57621,4580,True
2029,19286,True
51312,11594,True
49334,42865,False
24017,59434,True
28762,57966,False
5311,24097,False
42048,57359,False
7644,11892,False
8485,33912,False
237,53784,True
19093,30971,True
25410,34115,True
15880,30820,True
18512,10027,False
48399,56407,True
2064,53970,True
51117,39535,True
13779,15428,True
39685,6500,True
39947,28624,True
49396,15709,True
29401,25802,True
14513,34622,True
9060,33771,True
15044,54387,True
37060,39955,False
20269,15200,False
34921,42460,False
26500,20174,False
37274,3962,False
40253,45371,False
33202,35649,False
22058,42981,False
50608,35136,True
44773,27919,False
9623,20137,True
11850,50328,False
56626,15451,True
57158,19247,False
30972,51905,False
36091,27663,False
35492,35756,False
24902,16282,False
22160,13094,False
59414,30107,True
35866,5970,False
3345,18047,True
40412,43323,True
4818,56294,True
50818,51832,True
30774,13953,False
1040,19395,True
49453,12241,False
48050,50323,False
16266,58918,True
25439,16040,True
49925,19012,False
29940,35739,False
19739,17568,True
32885,58864,False
29923,6580,False
49061,55973,True
58909,13562,True
27753,20030,True
57615,36098,False
9718,47682,True
16702,37043,False
10130,18885,True
21109,15418,True
55542,36546,True
32028,36861,True
16491,50930,False
46480,42872,True
29571,11187,False
10926,9309,True
59298,11862,True
2259,33597,True
44656,52690,True
49236,439,True
56170,8856,False
47252,4396,True
561,14620,True
23932,3990,False
32694,42410,True
416,35656,True
753,1140,False
19249,34353,True
32215,54226,True
11953,51930,True
6433,59150,False
15451,12817,True
52491,23728,False
26620,51181,True
23925,27229,False
16302,36253,True
45737,19193,False
57213,42057,True
6040,27185,True
24194,36994,False
42538,3635,True
11419,45171,False
32060,56357,True
41501,52319,False
57198,36309,False
35377,57662,False
14780,14129,False
3089,17351,False
18832,44006,True
11554,56693,True
13853,992,True
48422,54728,False
59851,5108,False
37738,10493,True
36365,55622,False
43529,59766,False
50424,24596,True
46092,50907,False
32123,49743,False
3473,6512,True
55900,14920,True
21807,40421,False
21907,49809,True
40774,18349,False
31504,15286,True
35479,25166,False
11975,45427,True
5550,51506,False
16532,51389,True
18017,5326,True
47532,24358,False
47591,26115,True
7104,23140,True
327,20709,True
23066,50791,True
8842,6584,False
12078,28871,True
35737,37152,True
1773,6658,False
37112,22679,True
38341,39963,True
25807,55698,True
18695,27743,True
5625,50174,True
34912,36700,False
25512,44055,True
8967,18078,True
33039,17185,False
4105,11120,True
17649,28237,False
52211,31093,False
16893,23164,False
46304,41730,True
41187,38137,True
7130,29371,True
19494,461,False
21252,56104,False
51795,57493,True
28208,22446,True
54903,52510,True
21529,19230,False
21103,30753,True
25537,21432,True
47253,46483,False
52161,36968,True
20853,25199,False
52585,52426,True
7587,23417,False
36553,38023,True
51223,43836,False
30876,46729,False
28097,53191,True
46345,53560,True
52747,56522,False
33469,43280,True
20349,40734,True
44019,16204,False
45963,28370,False
4799,30059,False
37362,26872,True
34873,2443,True
59704,45086,True
51312,7054,True
42292,44412,False
43231,10745,False
36139,43097,True
48452,22252,False
717,6836,True
14826,16577,False
28579,25086,False
51515,29738,True
22093,1667,True
6736,19833,True
5699,59314,True
48706,53561,True
22315,20948,True
52312,29225,True
33409,32349,True
30564,6508,True
46369,46591,False
20394,4455,False
54012,2889,True
1422,56614,False
7298,41693,False
49389,59927,True
11635,33099,False
21173,37479,True
29661,15529,False
12295,40502,False
41208,43929,False
1964,25364,False
28836,39584,True
302,24920,True
18665,13242,True
6789,37055,True
21881,23467,True
29352,7594,False
43136,57515,True
33840,42703,False
38344,26040,False
37690,7612,False
22539,56372,False
39696,11490,True
41051,59193,True
43214,8918,True
7600,15982,False
7532,12199,True
44574,9409,False
39860,26814,True
36900,25707,False
32607,11975,False
35594,11095,False
9333,18482,False
20132,56141,True
39822,3557,False
32471,595,True
12566,54351,False
36042,33878,True
26222,45773,True
26636,47438,True
11121,31379,False
2067,36281,False
18706,2190,False
14460,35989,False
10864,52074,False
36298,49525,True
34236,35270,False
36757,7611,False
49898,36367,False
54840,34764,True
48952,48017,False
35041,14611,True
49085,6590,True
58316,19051,True
28846,17657,True
54447,55573,True
57687,28133,False
54145,49928,True
13509,54056,True
55494,47478,True
41157,10721,True
13820,50540,True
51882,3929,False
18878,34139,True
20706,47058,True
18513,38318,False
34462,55313,True
8728,50052,False
59196,3919,True
43827,55886,True
57731,45074,True
16010,9736,False
53375,16601,True
31423,9471,False
40374,27776,True
5018,29003,True
25833,34537,False
44664,58492,False
29173,32712,True
165,37349,True
46971,30687,True
54766,4198,False
28787,14006,True
31762,18055,False
53370,19044,False
38643,35102,True
36330,56842,True
23044,50770,True
2968,6635,True
8289,1032,True
30559,28273,False
13506,27421,True
56837,43436,False
10268,58296,True
6026,43731,True
16061,5461,False
43360,42731,False
3359,26583,False
46758,46651,True
43797,27519,True
6338,45226,False
31940,13713,False
39669,8549,True
33315,45454,True
573,565,True
52624,8031,True
44623,8825,False
4583,15338,True
48743,5776,False
6651,21037,True
20095,56768,True
51604,24532,False
45270,41270,True
35534,4422,True
43436,39215,True
23522,28201,False
49939,40386,True
59271,27599,True
14511,55441,True
6703,57782,True
48435,8215,True
22514,28772,False
9295,50942,True
43069,17711,False
15918,37050,True
46175,50158,False
54632,56465,False
34686,13221,False
48113,26262,False
3622,41573,True
25851,31771,False
33485,15460,True
59259,33869,False
21260,23160,True
24792,57392,True
36597,23439,False
31513,49132,True
39273,1057,True
17613,879,True
2579,3993,False
32488,19233,False
27139,46921,False
42797,5354,True
17739,5545,False
34260,5123,False
52046,10331,True
39213,25044,True
19850,46716,True
56424,46913,True
16398,3763,False
29096,59571,False
40910,29091,True
44507,19793,False
855,7693,False
766,45076,False
31854,23228,False
24939,10782,True
48244,52103,False
59106,47125,True
59989,49678,False
21439,53820,False
35096,17404,False
47572,16839,True
31841,30466,False
33486,3592,False
23585,10469,False
6857,49796,True
49408,14688,True
57244,2844,False
15696,3050,True
25658,23340,False
57157,11536,True
35466,53553,True
21608,14442,True
26679,48104,True
55056,17359,True
24997,36670,True
45019,32201,True
14919,11553,True
25716,4574,False
55835,18956,False
20941,5735,True
24740,497,False
18680,37727,False
41579,47586,True
29800,24689,False
51743,49746,True
36614,47095,True
9708,438,False
1509,15614,False
55964,40897,False
21439,95,False
54698,49221,False
13722,6696,True
32973,26905,False
9205,47531,False
2913,6007,False
57821,56372,False
45040,59709,False
49914,29410,True
6367,37270,True
40984,54672,False
39563,4864,False
44270,27870,False
15194,19584,False
54828,21147,False
45034,55436,False
20344,30312,True
4951,15002,True
52021,8765,True
7038,10042,True
28836,31182,True
26062,8042,True
49612,13874,False
19733,30999,True
7991,54940,True
10178,53861,False
47092,53242,True
13810,55690,False
6066,9578,False
26577,22797,True
43539,20069,True
11597,52818,True
25933,56981,False
49929,35657,False
30908,6108,False
52942,51784,False
810,7822,True
52091,53497,False
8427,13230,False
45885,23873,True
37368,39200,True
54200,59111,True
4274,1365,False
58161,43156,True
8598,52121,True
58328,56485,True
7893,2841,False
3285,11167,False
52927,48365,True
31841,1985,False
28594,43923,True
14344,22680,False
17587,18783,True
9883,56921,False
41354,39480,True
41644,19811,False
26407,58863,True
3963,5827,True
24549,9120,False
42941,12829,False
53492,40568,False
24512,52158,True
30798,36463,False
22032,37856,False
18178,24900,True
21414,1651,True
1867,59720,False
3802,53916,False
23949,33954,False
6676,10314,True
42252,16158,True
54419,34219,False
49222,14658,True
55940,22736,False
11358,15841,True
51932,49224,False
39530,58889,False
45205,46827,True
37715,36426,False
36132,12557,True
20747,34774,True
2513,31489,True
15590,3637,True
1263,35259,False
22260,42,True
51945,8706,False
46073,11833,False
1498,3864,True
47092,37662,True
49859,7399,True
4695,25047,True
37622,6733,True
21658,19306,True
10170,48841,False
50985,42711,False
21308,41767,True
45452,37615,False
44466,14354,False
24264,20612,False
11848,8196,True
45111,38323,False
51419,54816,False
11732,40251,False
53925,59348,True
37845,41144,False
31842,9359,False
5154,47946,True
21452,22211,False
59035,40909,False
52927,47365,True
28636,770,False
16746,13488,False
17222,22458,True
88,46278,True
24731,29355,False
10745,58990,True
31671,58797,False
22498,36577,False
6529,55242,False
57611,50794,False
30199,10506,False
56385,51472,True
18871,1374,False
6976,16720,False
21883,11331,True
48822,10394,True
59877,35084,True
21629,39691,False
45275,2071,True
42054,10975,False
3554,10146,False
13743,21179,True
26229,46622,False
42486,18902,True
6394,15238,True
25192,38251,True
9911,3616,True
28662,242,False
18844,54923,False
6473,12841,True
13308,11381,False
31681,5316,True
19735,52354,False
30233,32780,False
5878,42883,False
11919,24866,False
23711,12450,False
2885,17690,False
17697,29865,True
18056,53942,True
50185,9755,True
5550,44653,False
52056,36259,True
39414,48720,False
35518,4036,True
52713,35018,True
34337,45938,True
58787,36757,True
20069,30572,True
56943,25311,False
38201,32204,False
7752,50521,True
11116,11169,True
12871,52075,False
28389,2754,True
29162,43919,False
41881,52992,True
53740,39763,True
48520,20449,True
5630,26006,True
35406,21890,False
30665,33332,True
50662,46818,False
27796,7245,True
37924,9565,False
7037,59596,True
50603,19209,False
56575,27545,True
24550,43742,False
36709,40673,True
2423,11463,True
25842,9573,True
2514,26541,False
15914,44403,True
47974,31807,False
24976,57806,False
21625,54490,True
19898,18831,True
46560,55333,True
15275,56012,True
19234,49613,True
49837,55043,True
17255,48624,False
43124,38860,False
29577,12116,True
58852,54926,False
47668,32464,True
3716,52887,False
4254,20897,False
52063,8731,True
12872,11215,True
3814,53935,True
30554,2123,False
24137,59150,False
17525,24693,False
26623,32392,True
2052,43799,True
23885,32763,True
11455,58023,False
37682,36903,False
22049,10881,True
55362,48186,True
18240,1852,False
10843,3226,False
14782,55244,False
43568,13828,True
27446,41924,True
52047,55743,True
8832,30433,True
53403,38624,True
14387,16937,True
45797,47389,False
27155,59704,False
54879,23364,False
16162,14583,False
19328,45276,False
6810,37536,True
32807,44267,True
36033,43257,True
45755,19099,False
30942,4228,False
17683,42801,False
55523,18589,True
42201,47499,False
9967,12139,True
57980,3749,False
21457,42482,True
46329,1729,False
18920,17417,True
26016,25941,False
47304,37409,False
48488,21979,True
44126,35800,False
58412,44902,False
20154,32536,False
43944,54152,False
18806,6508,True
8237,49417,False
53900,46597,False
43715,59972,False
5936,42101,True
22770,14937,False
26950,52574,False
23849,17510,False
56752,29790,True
3562,30208,True
59302,30306,False
32100,7985,False
33976,20029,False
58041,3507,True
8845,13381,False
26225,38103,False
21255,9265,True
50155,5343,True
42147,21281,False
42381,20051,False
291,30249,True
50777,13470,False
51009,36993,True
52389,31428,False
8345,41051,False
40742,28772,False
27507,31978,False
2499,288,True
25015,46953,False
21635,57473,True
45243,1130,False
48929,40300,True
14552,46392,True
8607,19973,False
24575,33726,True
4341,10783,False
19086,19535,False
46779,34854,False
59218,27786,True
21948,32841,True
12568,48259,True
58437,54156,False
15299,1210,True
8754,46724,True
1498,47203,True
24585,7940,True
24066,58442,True
35810,49668,False
3165,38149,True
55704,42049,True
46116,3130,False
26706,29728,True
7964,36653,True
46925,30453,True
46498,13222,False
28225,19265,False
42597,34855,False
40456,40033,True
55352,26845,True
48007,32811,False
7596,18070,False
13268,31927,True
17670,50094,False
22931,47028,True
10664,18906,True
33254,35162,True
44242,32199,True
188,15069,False
5916,43193,True
53810,38396,False
5993,9621,False
48314,46480,False
17174,58309,False
29305,19877,False
3313,29817,True
11653,52368,False
54925,19520,False
51617,45245,True
49255,27296,False
56755,6123,True
56808,600,True
43243,42650,True
21035,23957,False
18038,39978,True
23901,54341,False
11785,7586,True
25675,30559,True
53839,25844,False
28285,51523,True
8843,7275,False
10600,54413,False
26667,39483,False
51671,38070,True
11674,40844,False
24024,50174,True
45760,55600,True
32719,31018,True
57197,27568,True
2969,4198,False
21104,42133,False
57890,45279,True
43075,58210,False
35047,33294,False
44225,27742,True
30957,23162,False
55927,9599,False
42985,741,True
32415,56593,True
33213,54897,False
4865,50133,True
20509,16140,False
3334,17785,True
35325,42981,False
54466,25863,True
5100,30727,False
51592,38334,False
5688,57111,False
21232,28660,False
49722,31913,False
6609,27055,True
37307,2312,True
53210,6044,False
34059,57350,True
42109,44875,False
24349,21823,False
52588,14902,True
21238,37491,False
46061,43915,False
30293,46009,True
50643,6285,True
136,22893,True
53468,42328,True
35127,34976,False
7088,45119,True
57796,10925,False
9077,54805,False
17065,6886,True
12086,8042,True
30588,13851,True
22660,46066,True
27797,48770,True
42302,59710,True
49719,59457,False
43996,29343,True
297,31992,True
35498,28980,True
34059,59554,True
38692,44485,True
54352,46941,False
6671,25960,False
32339,58776,True
40676,26835,False
17496,26672,True
30317,18825,True
8913,27669,False
54311,46896,False
49148,45747,True
12920,14012,False
23126,44142,False
43440,45654,True
32327,36323,True
45651,7700,True
36086,32175,True
43354,49911,False
56543,56489,False
860,52060,True
25519,1601,False
44790,3431,False
17948,12852,True
18346,45686,False
55948,9443,False
44407,52318,False
50276,13130,True
22983,54290,False
41154,6595,False
47769,43240,False
15240,34240,True
44395,44553,True
59701,25567,False
26698,52574,True
3569,35415,True
16868,47850,True
39904,57922,True
53474,15092,True
39337,48625,False
48391,49964,False
30044,18825,True
4931,43890,True
49028,11216,True
24196,2693,False
17834,37267,True
8393,10699,False
